#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Lambda        Linear_AB11_off|LOSS|LOSS_N1_V             5259.406427125096     All      4.488678632643314e-06      4.3660914668408985e-06     -2.697684752083448e-05     -1.2437834775754854e-06    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5311.0522221638275    All      3.0286146089224527e-05     -8.027513802896398e-07     -0.00038776170675846157    -2.743070074769492e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5292.063520625701     All      1.2327902055993469e-05     1.748695964251754e-05      -0.00014773414011894293    -4.912221371260949e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_R             6222.050179778629     All      -9.071761316919378e-06     -1.4160302556354556e-07    -7.304331055279234e-06     2.582887601557843e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4297.599933290239     All      -0.0001391397468535792     4.177571259510316e-05      -0.0002679358940244979     4.697336871899875e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4294.556229934313     All      -0.0001051329352061528     3.318991356128342e-05      -0.00018398552815621148    3.6845873423464254e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_B             4318.87062002363      All      -3.3493835867349375e-05    9.935557401376753e-06      -5.975899686123248e-05     1.1479612605451882e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_I             8035.50901749995      All      1.9126319231897692e-06     7.179513562470738e-08      4.1533178835605e-06        -4.142776017971575e-07     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6077.10210503892      All      -0.00010023738591915729    -2.332662398531424e-05     -0.00039277839537993635    7.524469630876799e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7430.187863450107     All      -4.899696478560078e-05     -9.51075646788782e-06      -0.00021413061016731743    3.306291441299827e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6278.5650312461785    All      -0.00010437355177528078    -4.149551169918235e-06     -0.00015512556393552896    2.5723712816350187e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4293.512906001761     All      -0.00010495426883360617    2.7655171579183795e-05     -0.00015405073427794813    3.632068072205573e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7763.367101351987     All      -9.531263105772049e-06     3.2870288680321162e-06     2.3320623393319032e-05     5.21603171944263e-06       
MWEBV         All|All|All                                All                   All      -0.9300794847696947        -3.9463763290313203        0.023168550264629495       -0.9814732094056585        
Redshift      All|All|All                                All                   All      6.321448376997997          0.5779143756025285         8.03138962801686           -1.5124539486505406        
