#Format:      
#Parameter    MagSys|Instrument|Band                          RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|NB99|NB99_i6                    8005.956483573866     All      0.02986056902727056        -0.011225699499428643      -0.02387971101121128       -0.014448791184115684      
Zeropoint     Linear_AB11_off|NB99|NB99_r6                    6574.594409243805     All      0.04643129845107608        -0.02385224697682986       -0.15031174179456347       -0.029601385685264214      
Zeropoint     Linear_AB11_off|NB99|NB99_r4                    6525.623380849077     All      0.05751541922022811        0.001534225239163689       0.0705059639673912         -0.015088559256525025      
Zeropoint     Linear_AB11_off|NB99|NB99_v10                   5419.320320291353     All      -0.010694247630617396      0.0027897217047101464      -0.05181471696862061       0.002079919580008638       
Zeropoint     Linear_AB11_off|NB99|NB99_r7                    6398.844624403914     All      0.03132749632021107        0.0034547884034896725      0.04520490715643338        -0.007061770565566783      
Zeropoint     Linear_AB11_off|NB99|NB99_b5                    4390.373864138517     All      -0.03504834290801348       0.017066924528519323       -0.06935218244903951       0.013880787765802732       
Zeropoint     Linear_AB11_off|NB99|NB99_r12                   6550.576113496567     All      0.023549844590491722       -0.012132675747311694      -0.07714616685145781       -0.0150656499011248        
Zeropoint     Linear_AB11_off|NB99|NB99_b8                    4377.727549129093     All      -0.08547640550777238       0.03476656604504136        -0.1274796535157774        0.0334782602674763         
Zeropoint     Linear_AB11_off|NB99|NB99_r10                   7367.796707166076     All      0.001941961456565338       -0.00014157867407327274    -0.01220480987588271       -0.0012233221770796554     
Zeropoint     Linear_AB11_off|NB99|NB99_b12                   4426.181062357691     All      -0.025361303909982775      0.012611400023887498       -0.03462753618571068       0.010823691034667071       
Zeropoint     Linear_AB11_off|NB99|NB99_v1                    5507.095562631137     All      0.06809287047986576        0.02873766500610664        0.0404832381701456         -0.011012704183859662      
Zeropoint     Linear_AB11_off|NB99|NB99_v5                    5494.62754633533      All      -0.016551435942521075      0.018884871991220464       -0.13433119603516314       0.005548186995740778       
Zeropoint     Linear_AB11_off|NB99|NB99_i1                    7966.569631069817     All      0.04715061932688579        -0.011064805649763088      0.0057541517996098634      -0.018705897778534958      
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_Harris_V      5375.5469813279615    All      0.22716756224556267        0.1280534674436673         0.568718880493417          -0.006905409828761311      
Zeropoint     Linear_AB11_off|NB99|NB99_v6                    5505.3121444434955    All      0.001740168017308471       0.005885324560761518       -0.16831304299585736       -0.006160824217257138      
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_Harris_V    5375.6635394152845    All      0.08968672848410644        0.08539031874787995        -0.053159526971030546      -0.0037717475346116247     
Zeropoint     Linear_AB11_off|LOSS|LOSS_K2_R                  6400.47361319123      All      0.2915321505615769         -0.00046561316868753977    0.20014957808557332        -0.08618152167183743       
Zeropoint     Linear_AB11_off|NB99|NB99_v8                    5390.5212978306945    All      -0.0013237663266038        0.020614818514719246       -0.220283326558654         -0.0026841142987663047     
Zeropoint     Linear_AB11_off|LOSS|LOSS_K2_I                  7934.2002167451155    All      0.09947037060952828        -0.010550562710376354      0.0839727181999747         -0.032090120822966806      
Zeropoint     Linear_AB11_off|NB99|NB99_b10                   4421.883471340076     All      -0.007543518257023313      0.0019038133119320122      -0.020069433029990674      0.002181700079428861       
Zeropoint     Linear_AB11_off|NB99|NB99_v4                    5490.524367433714     All      0.014810064105339742       0.006471128803475779       -0.0029351038835064014     -0.002847245776516072      
Zeropoint     Linear_AB11_off|NB99|NB99_v7                    5363.383857397477     All      0.013373730631072289       0.01034790651543993        0.028762266692053395       0.00029791740103549125     
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_Harris_U      3599.358077436082     All      -0.08465364698159841       0.05259732299913722        0.013001523718528946       0.045287354635235866       
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_I         8238.94879155955      All      0.06117010158277196        -0.0026400707540563673     0.08266970381513028        -0.017095903229366605      
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_Harris_U    3626.85769789423      All      -0.10990420542943818       0.05726525405194138        -0.04268232132019073       0.05254787669723565        
Zeropoint     Linear_AB11_off|NB99|NB99_r8                    6419.429218237528     All      0.07343334783360814        -0.03834237682167618       -0.2724878415633847        -0.048568911709924445      
Check         All|All|All                                     All                   All      0.9989973625830124         0.9984323296023501         0.027022515422079396       0.0010218409225284941      
Lambda        Linear_AB11_off|NB99|NB99_v12                   5443.381056358761     All      -3.623110439198052e-08     1.5367995391251806e-06     -6.414789907905855e-05     -2.350238283489857e-06     
Lambda        Linear_AB11_off|NB99|NB99_r5                    6579.62403363802      All      1.2344218579985989e-06     -1.435103131838358e-06     1.537089238162013e-05      -1.8361978291693773e-07    
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_SAO_I       8226.746701652763     All      -8.615822747042222e-06     -1.151790012574822e-06     -2.020318363977551e-05     1.5297057250222004e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_K2_V                  5395.20060282823      All      -4.9622291207737185e-05    8.390685502543457e-07      -0.0003402978995202523     1.2509926787351654e-06     
Lambda        Linear_AB11_off|NB99|NB99_i8                    8268.990338411426     All      1.6968181195001846e-06     -5.089540729615346e-07     -5.63577767140667e-07      -7.436424581628634e-07     
Lambda        Linear_AB11_off|LOSS|LOSS_K2_B                  4400.006496496901     All      -0.00011804957858321688    4.238963472507724e-05      -0.00015950510560813495    4.5142349785009655e-05     
Lambda        Linear_AB11_off|NB99|NB99_r1                    6554.931148245616     All      -2.996207471448926e-05     -3.1153342547078713e-07    -3.819216282036643e-05     7.95381595525351e-06       
Lambda        Linear_AB11_off|NB99|NB99_b1                    4263.566466324012     All      -3.132760844040896e-05     3.131309667315604e-05      1.265552723517245e-05      2.096889652924548e-05      
Lambda        Linear_AB11_off|NB99|NB99_i10                   7915.030027623326     All      -5.825195991744499e-07     1.2299045696673855e-08     4.5154411482426213e-07     2.1390234156418493e-07     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_Harris_B    4364.422685267205     All      -0.00013780036922837388    5.0114903472879275e-05     -0.00020348475113035017    5.2129596676350224e-05     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_Harris_B      4325.052633040649     All      -2.7730795589256774e-05    2.994279022591744e-05      3.679538236868469e-05      2.0428193224652775e-05     
Lambda        Linear_AB11_off|NB99|NB99_i12                   8082.155153645849     All      1.269501338571358e-06      -4.220169646169452e-07     -5.020745435176507e-07     -5.733884415798767e-07     
Lambda        Linear_AB11_off|NB99|NB99_b6                    4410.104082317617     All      -2.9849033580096418e-05    1.5438380287054302e-05     -3.869185597845855e-05     1.3024960781140684e-05     
Lambda        Linear_AB11_off|NB99|NB99_b4                    4261.421580593448     All      -4.962149932624529e-05     1.2469142694113113e-05     -8.954157404881761e-05     1.62291356272542e-05       
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_Harris_R      6544.213510774286     All      -6.672424243699761e-05     -6.647863360372586e-06     -0.00010321020100727718    1.496305587577461e-05      
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_Harris_R    6525.790205489924     All      -7.305227250167502e-05     -1.1192402689287654e-05    -0.0001859520551903186     1.185160855091652e-05      
Lambda        Linear_AB11_off|NB99|NB99_i6                    8005.956483573866     All      3.4971264254539974e-06     -1.1117901329858785e-06    -1.3425711739743191e-06    -1.561188537222918e-06     
Lambda        Linear_AB11_off|NB99|NB99_r6                    6574.594409243805     All      2.6348437370897384e-06     -7.308245638824195e-07     6.868549145168984e-06      -7.897970905811097e-07     
Lambda        Linear_AB11_off|NB99|NB99_r4                    6525.623380849077     All      -7.615384079940538e-06     -1.9187964238875968e-08    -1.1491914796113032e-05    1.9614996054182987e-06     
Lambda        Linear_AB11_off|NB99|NB99_v10                   5419.320320291353     All      -8.257944223045758e-08     4.176817928738774e-07      5.136544602606109e-06      3.921719366975153e-07      
Lambda        Linear_AB11_off|NB99|NB99_r7                    6398.844624403914     All      -7.039268387874423e-06     -1.299770259070743e-06     -9.088829616850739e-06     1.4639506421156771e-06     
Lambda        Linear_AB11_off|NB99|NB99_b5                    4390.373864138517     All      -2.0741432968104662e-06    8.53844053002746e-07       1.883834140341359e-07      9.621484943113645e-07      
Lambda        Linear_AB11_off|NB99|NB99_r12                   6550.576113496567     All      3.031867630362955e-06      -9.215926864337168e-07     4.972486445257906e-06      -1.0658728579141168e-06    
Lambda        Linear_AB11_off|NB99|NB99_b8                    4377.727549129093     All      -7.969832153900264e-05     3.17459439133224e-05       -0.00011109567517826226    3.134337392602707e-05      
Lambda        Linear_AB11_off|NB99|NB99_r10                   7367.796707166076     All      -3.5576559562456427e-07    4.9116819194561106e-08     2.667504283099336e-06      2.509219874930731e-07      
Lambda        Linear_AB11_off|NB99|NB99_b12                   4426.181062357691     All      -2.5170073485199206e-05    1.1793884344945943e-05     -3.306887300448164e-05     1.0564665221019924e-05     
Lambda        Linear_AB11_off|NB99|NB99_v1                    5507.095562631137     All      1.6220920470841313e-05     6.897388736668853e-06      -4.923140788891115e-05     -5.233952643307261e-06     
Lambda        Linear_AB11_off|NB99|NB99_v5                    5494.62754633533      All      -1.1485340538026415e-06    8.747367883034233e-07      -4.618956089621347e-06     4.5292308072571343e-07     
Lambda        Linear_AB11_off|NB99|NB99_i1                    7966.569631069817     All      1.7337594926151296e-06     1.3534469587392642e-06     1.3840527676143225e-05     4.937588787478034e-07      
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_Harris_V      5375.5469813279615    All      4.860169792254912e-05      2.4427215088010037e-05     0.00011556809474519754     -2.7171510926537524e-06    
Lambda        Linear_AB11_off|NB99|NB99_v6                    5505.3121444434955    All      5.694156319895345e-06      1.2200774726661952e-06     -0.00012821232832398673    -7.178882028539196e-06     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_Harris_V    5375.6635394152845    All      -6.233453347050988e-05     2.172937967137027e-06      -0.00044280333136681135    1.2519267232552886e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_K2_R                  6400.47361319123      All      -0.00011452147102868536    -1.5642966226151613e-05    -0.00024653187942712317    2.1206396521504192e-05     
Lambda        Linear_AB11_off|NB99|NB99_v8                    5390.5212978306945    All      9.014351009129256e-07      1.9035810854704307e-05     -0.00022420770004730049    -4.098397118139671e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_K2_I                  7934.2002167451155    All      1.6267581834569482e-05     3.908473704701147e-06      6.069570317429467e-05      -1.3171976530911932e-06    
Lambda        Linear_AB11_off|NB99|NB99_b10                   4421.883471340076     All      6.498521034400805e-07      3.4262065888736917e-07     4.949084977471077e-06      1.2077954311427569e-07     
Lambda        Linear_AB11_off|NB99|NB99_v4                    5490.524367433714     All      6.918175458592238e-06      3.127566882852851e-06      -1.6281465866235987e-06    -1.3073826247904952e-06    
Lambda        Linear_AB11_off|NB99|NB99_v7                    5363.383857397477     All      6.576592569070097e-06      2.569698677178024e-07      6.493634423430695e-06      -1.7687279431082378e-06    
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_Harris_U      3599.358077436082     All      -0.000155327734760244      9.926482189949706e-05      2.8920449246033096e-05     8.42197583734357e-05       
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_I         8238.94879155955      All      -9.406202240210243e-06     6.393450538238291e-07      -1.1301086262963827e-05    2.7678496664521262e-06     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_Harris_U    3626.85769789423      All      -0.0002454723704344379     0.00010890669324170746     -0.00014886225333413612    0.00010878988109751424     
Lambda        Linear_AB11_off|NB99|NB99_r8                    6419.429218237528     All      7.614670121409365e-07      -1.1983970980557844e-06    7.985884521598466e-06      -2.8201886994714367e-07    
MWEBV         All|All|All                                     All                   All      -0.9798092560075937        -4.020990281642689         -0.005902603583043259      -0.9908761180214893        
Redshift      All|All|All                                     All                   All      5.567154949739148          -1.0848209511230777        -0.4970225791887342        -2.1889472293847176        
