#Format:      
#Parameter    MagSys|Instrument|Band                          RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_Harris_U    3626.85769789423      All      -0.12098735704049768       0.06365013832438926        -0.03868232813088884       0.058416291990539146       
Zeropoint     Linear_AB11_off|NB99|NB99_r8                    6419.429218237528     All      0.08100394754891677        -0.043064074341936376      -0.30727410514626663       -0.05412526850029045       
Check         All|All|All                                     All                   All      0.9955806395211065         0.99596102285604           0.0008171522077034532      0.00016036911641329615     
Lambda        Linear_AB11_off|NB99|NB99_v12                   5443.381056358761     All      -1.3551261314281489e-06    2.4834551914542682e-06     -6.004206755909244e-05     -1.4290494894831426e-06    
Lambda        Linear_AB11_off|NB99|NB99_r5                    6579.62403363802      All      -4.079300073850255e-06     -2.5161825536281475e-07    6.595208828567472e-06      1.5411157745932193e-06     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_SAO_I       8226.746701652763     All      -8.65942320555602e-06      -1.169283290265486e-06     -2.0335829394861324e-05    1.5322903218874697e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_K2_V                  5395.20060282823      All      -4.896477790284427e-05     -8.587025215905547e-06     -0.00036992266649414336    -3.355587173537106e-06     
Lambda        Linear_AB11_off|NB99|NB99_i8                    8268.990338411426     All      1.3735247431901453e-06     -4.4449222270820165e-07    -7.352669538144344e-07     -6.249995239644706e-07     
Lambda        Linear_AB11_off|LOSS|LOSS_K2_B                  4400.006496496901     All      -0.00012156755163926707    2.9337956100423764e-05     -0.00021405354194425902    3.960266204994376e-05      
Lambda        Linear_AB11_off|NB99|NB99_r1                    6554.931148245616     All      -3.263438411425702e-05     3.7435404018597503e-07     -3.996918931788841e-05     8.968390624720615e-06      
Lambda        Linear_AB11_off|NB99|NB99_b1                    4263.566466324012     All      -4.175575687854386e-05     2.9812831736588757e-05     -4.5921388103282765e-06    2.3107317784403143e-05     
Lambda        Linear_AB11_off|NB99|NB99_i10                   7915.030027623326     All      -5.99151592579645e-07      3.437408696716001e-08      6.220721006104138e-07      2.3412037698059667e-07     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_Harris_B    4364.422685267205     All      -0.00014298591097582192    4.482641657590622e-05      -0.0002378339612179643     5.05632165683606e-05       
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_Harris_B      4325.052633040649     All      -1.2862725094161298e-05    2.222726837975614e-05      3.966045769786971e-05      1.319982937411257e-05      
Lambda        Linear_AB11_off|NB99|NB99_i12                   8082.155153645849     All      1.0150911152920166e-06     -3.760790827797017e-07     -7.275836226215598e-07     -4.85618617058916e-07      
Lambda        Linear_AB11_off|NB99|NB99_b6                    4410.104082317617     All      -2.9988951465868256e-05    1.5367006223784418e-05     -3.757789805993539e-05     1.3096998584834374e-05     
Lambda        Linear_AB11_off|NB99|NB99_b4                    4261.421580593448     All      -4.816273679477884e-05     1.2028983934658209e-05     -8.255005591377307e-05     1.5922593833631968e-05     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_Harris_R      6544.213510774286     All      -6.833207691544672e-05     -5.9442434706956005e-06    -0.00010517970108184323    1.5628082865322016e-05     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_Harris_R    6525.790205489924     All      -7.096763822109513e-05     -1.1433895825134708e-05    -0.00017837587094198985    1.1432002630914597e-05     
Lambda        Linear_AB11_off|NB99|NB99_i6                    8005.956483573866     All      3.0318179091278367e-06     -1.158447627440929e-06     -2.642101739419001e-06     -1.4828122067977748e-06    
Lambda        Linear_AB11_off|NB99|NB99_r6                    6574.594409243805     All      -2.1609919741296647e-06    1.037893366781714e-06      6.2400900617563115e-06     1.3204487554957633e-06     
Lambda        Linear_AB11_off|NB99|NB99_r4                    6525.623380849077     All      -6.5162764137367345e-06    -1.7252951319380742e-07    -7.948875242077598e-06     1.7116452743903246e-06     
Lambda        Linear_AB11_off|NB99|NB99_v10                   5419.320320291353     All      9.676489534079835e-07      -2.2514325199057814e-07    5.4412248488903155e-06     -1.4571478863211345e-07    
Lambda        Linear_AB11_off|NB99|NB99_r7                    6398.844624403914     All      -1.0528585399450774e-05    -1.069307825909581e-06     -1.4983817720235146e-05    2.4125389400224684e-06     
Lambda        Linear_AB11_off|NB99|NB99_b5                    4390.373864138517     All      1.4804847893714051e-06     -7.299940719497749e-07     3.0276425724552013e-06     -5.84915905177465e-07      
Lambda        Linear_AB11_off|NB99|NB99_r12                   6550.576113496567     All      -1.068694874070805e-06     5.473242287064453e-07      3.366091024569558e-06      6.766037697535114e-07      
Lambda        Linear_AB11_off|NB99|NB99_b8                    4377.727549129093     All      -7.697870696257678e-05     3.1626996655225165e-05     -0.00011176634015943519    3.0388832252755482e-05     
Lambda        Linear_AB11_off|NB99|NB99_r10                   7367.796707166076     All      -5.514867103806814e-07     9.160929907519242e-08      2.5095984834612202e-06     3.2146938165800035e-07     
Lambda        Linear_AB11_off|NB99|NB99_b12                   4426.181062357691     All      -2.2417732751951112e-05    1.1281135671055302e-05     -3.0026912600919757e-05    9.63686690445616e-06       
Lambda        Linear_AB11_off|NB99|NB99_v1                    5507.095562631137     All      1.2518471374780217e-05     6.600602223884236e-06      -5.024467413831367e-05     -4.169833715910409e-06     
Lambda        Linear_AB11_off|NB99|NB99_v5                    5494.62754633533      All      -2.002001267694541e-08     9.384847078188995e-08      -6.162042671213527e-07     9.592344906583077e-09      
Lambda        Linear_AB11_off|NB99|NB99_i1                    7966.569631069817     All      3.021321899560909e-06      1.3016100346176407e-06     1.5386398822921416e-05     1.2645758104135707e-07     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_Harris_V      5375.5469813279615    All      3.8175541905022815e-05     2.1009248523726702e-05     9.641642185475993e-05      -1.2890044257960912e-06    
Lambda        Linear_AB11_off|NB99|NB99_v6                    5505.3121444434955    All      2.2190768250133956e-06     3.8742298181225916e-06     -0.00012045847482785357    -4.836370703031513e-06     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_Harris_V    5375.6635394152845    All      -5.9459045906100144e-05    -2.3450109317254023e-06    -0.00043818224826778834    -9.501410548248449e-07     
Lambda        Linear_AB11_off|LOSS|LOSS_K2_R                  6400.47361319123      All      -0.000109707086420762      -1.593560397645447e-05     -0.00023628135511297497    2.000030514457002e-05      
Lambda        Linear_AB11_off|NB99|NB99_v8                    5390.5212978306945    All      1.6634460530235044e-08     2.0832137309404332e-05     -0.00022718398610147676    -3.357883793820267e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_K2_I                  7934.2002167451155    All      1.7206273413325364e-05     3.0154284716277234e-06     5.593661180483886e-05      -2.126230985157888e-06     
Lambda        Linear_AB11_off|NB99|NB99_b10                   4421.883471340076     All      1.3632207057307541e-06     -2.95046679339201e-07      3.945099528535005e-06      -3.6410056992203886e-07    
Lambda        Linear_AB11_off|NB99|NB99_v4                    5490.524367433714     All      7.183314347528375e-06      3.1901876877170183e-06     -1.57981748649336e-06      -1.3711927216485169e-06    
Lambda        Linear_AB11_off|NB99|NB99_v7                    5363.383857397477     All      1.9804940484044328e-06     1.434073315545149e-06      4.170249587876388e-06      8.111876442925618e-09      
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_Harris_U      3599.358077436082     All      -0.00014575641264435099    9.039211973599176e-05      2.8087530449276064e-05     7.817476353481876e-05      
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_I         8238.94879155955      All      -1.021109197164801e-05     4.4935129267506055e-07     -1.3497510783492144e-05    2.870125174913565e-06      
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_Harris_U    3626.85769789423      All      -0.00023266011163307544    9.61165131451634e-05       -0.00014990373685932248    0.00010040384782687677     
Lambda        Linear_AB11_off|NB99|NB99_r8                    6419.429218237528     All      -5.668769222587824e-06     1.5979047078036113e-06     1.005861052671442e-05      2.815864355879906e-06      
MWEBV         All|All|All                                     All                   All      -0.9655351123880931        -4.024610874913526         0.012555473702483767       -0.9958813233316587        
Redshift      All|All|All                                     All                   All      5.72855971206417           -0.8761172428905173        -0.13679164570332972       -2.157464954532913         
