#Format:      
#Parameter    MagSys|Instrument|Band                          RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_Harris_B    4359.139266174526     All      -0.00010671577560172898    8.713992493884511e-06      -0.000515162409740506      1.460994070396227e-05      
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_SAO_V       5373.631234087813     All      7.733833889592208e-05      3.900849694615397e-05      0.00027186253459337856     -3.5331423793981714e-07    
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_SAO_R       6337.801353815923     All      -0.00014370670784043604    -1.8143988766758342e-05    -0.00026471528568150336    2.9086881086420765e-05     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_U         3650.598414849018     All      -0.00012553750959804256    3.875933525582516e-05      -0.00014348074762537212    4.7114000791267676e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K1_I                  8300.127102456376     All      -8.253858057722775e-06     3.1568395321930518e-06     1.748392471429351e-05      4.497066865072977e-06      
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_V         5383.051191829192     All      -1.7785016815827786e-06    6.324919074108688e-07      -1.9113061022580162e-05    -6.758819905532081e-08     
Lambda        Linear_AB11_off|LOSS|LOSS_K1_R                  6850.6848808214245    All      -9.266367982608872e-05     -6.919966128927111e-06     -0.00015718029861934793    2.0915313611176205e-05     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_I         8228.975005222153     All      -7.283543546376976e-06     9.81098119664531e-07       -1.3345756086514303e-06    2.6325097093342872e-06     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_SAO_I       8216.787686743213     All      -1.4448027326551024e-05    -4.4676906731109326e-07    -2.5658278786984414e-05    3.415659304698067e-06      
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_R         6360.716797335136     All      -1.3588733507465998e-05    7.13746681602341e-06       8.101905708281511e-05      1.0366713727633576e-05     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_Harris_R    6517.890309661113     All      -3.98103325629317e-05      -2.969399284471583e-06     -4.675591457919995e-05     9.91380227397711e-06       
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_SAO_U       3655.0722536468684    All      -0.00019035131413148       0.00016480620940715552     0.00046901263872086156     0.0001366163697209751      
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_B         4361.572259663182     All      -1.6319947313103817e-06    8.327356417842228e-07      -1.398262798726668e-06     7.404457230192349e-07      
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_Harris_U    3622.4671494553327    All      -0.0002606673682714961     3.7663631793002946e-05     -0.0007669429256219384     6.29510811903236e-05       
MWEBV         All|All|All                                     All                   All      -1.0171365122468843        -3.9848577449355993        0.12461201734528249        -0.9611235786033914        
Redshift      All|All|All                                     All                   All      4.447688320910366          -0.3497467079745853        0.489061989656947          -1.540857829414316         
