#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4712.98314500711      All      -0.00011983532231619448    -7.837979952158238e-05     -0.0007935847368695831     -2.1910614383231537e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_N1_I             8066.759150361258     All      -3.356871231160218e-06     4.432396635551613e-07      -2.339547059209153e-06     1.1334178982422558e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_V             5279.860283783254     All      2.2800106450009626e-05     6.995841423094632e-06      2.932381838536199e-05      -3.839381729029447e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4314.3133199105005    All      -0.00014232981180979014    3.533038040307988e-05      -0.0003256521756391752     4.333740851801401e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5270.280875848689     All      -1.3714028675654771e-06    -4.5904611837160756e-06    -0.0008465206460954335     -3.882488170398208e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7486.6902028879285    All      -5.798972060702002e-05     2.615342814133846e-06      -0.00010619034406767603    1.5002275662502363e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7459.08389945873      All      -4.305699204190728e-05     -2.456977169123438e-06     -0.0001306505358774341     7.394427184877971e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_N1_B             4335.666728445961     All      -1.4485160277521538e-06    3.150064830322703e-06      7.955956132631252e-06      1.8529468561059736e-06     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6149.280917218207     All      -0.00011083335863432584    1.6380667518520192e-06     -9.824749290738325e-05     3.225130907422357e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_N2_R             6242.739987805801     All      -5.075158624027639e-06     5.611859515836249e-08      6.2576238142473025e-06     1.9506748148983328e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_N2_B             4243.7297845770345    All      -2.2172067117534617e-05    8.265823716799017e-06      -4.005780121607661e-05     8.12702673215998e-06       
MWEBV         All|All|All                                All                   All      -0.9882441089982246        -3.946505835397218         0.010444785226826347       -0.9631370654146314        
Redshift      All|All|All                                All                   All      5.3301079663077715         0.712577145886506          6.245457721606962          -1.2253756066974306        
