#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7920.996400137013     All      0.09128819011010059        -0.015833562742395557      0.04003469602360137        -0.033106514494222396      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7607.5285420270075    All      0.11984237440210757        -0.021568883843636755      0.037896366450289126       -0.044371158319887534      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6406.046546718913     All      0.30961785194359004        -0.03360150850957311       0.034986527422403324       -0.11023654924960713       
Check         All|All|All                                All                   All      0.9951726684996545         0.9964863277603264         0.0008389956148821265      0.00046534256023150755     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5399.514868860512     All      2.9915966456439794e-05     4.604676697754683e-06      -0.00017228759743735645    -1.59331239764179e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4380.689439052691     All      -0.00011910417790591201    4.231558138599157e-05      -0.00018000073488060807    4.454712006946589e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7581.052209740351     All      -4.143307104459585e-05     3.6182619462467673e-06     -6.095365472730159e-05     1.1954619639479578e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6200.493068129596     All      -8.689592041801503e-05     -4.713199591068666e-06     -0.0002061763516436517     1.7568912264418915e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6244.263212692063     All      -9.337912610501714e-05     9.507728624554482e-06      -7.681761240102545e-05     3.008561623147594e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5418.889121625215     All      4.5812141944204953e-05     -5.369984167552967e-06     -0.0003594345162770506     -3.2711613954955654e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4381.753946888793     All      -0.00012216896677985623    5.445517460641433e-05      -0.00016969356008884797    4.995964939872912e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5356.458650733813     All      1.2304654148794604e-05     -3.029995259668421e-06     -0.0006863279982822132     -3.562266618017142e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3583.4129696782975    All      -0.00023965886019615943    7.214674555940058e-05      -6.020250677747679e-05     9.8878782516953e-05        
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4384.859450339889     All      -0.00014677651117451078    4.4523744169363224e-05     -0.00026772603323675973    5.0365403514800624e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4790.0481838685155    All      -9.599350176058802e-05     -2.5530282769182074e-05    -0.0005532051927679791     -1.7348183771358922e-06    
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-3009      5377.977238955651     All      4.238575547720459e-06      4.796521817416514e-06      -1.0254159832492888e-05    -2.758546017444533e-07     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7920.996400137013     All      1.3326791739899584e-05     -8.828874656572586e-07     1.9747908585256083e-05     -3.7473015405136024e-06    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7607.5285420270075    All      -2.6798580191202766e-05    3.2843423855544567e-06     -2.8826225354718998e-05    8.512615538488834e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6406.046546718913     All      -8.358764968018425e-05     -3.050696244443815e-06     -0.00013316632702509428    2.0290933756776067e-05     
MWEBV         All|All|All                                All                   All      -0.9846353007402655        -4.04380428148059          0.005663639237667126       -0.9962192384901511        
Redshift      All|All|All                                All                   All      5.417133979720629          0.10204400024242943        4.893795934851293          -1.5129120314018152        
