#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4357.550846117658    All      -0.00010361041029156268    5.963199727130749e-05      -7.870409467616926e-05     4.9661220388350166e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6312.095465359297    All      -2.23203367394038e-05      -3.895979653043034e-06     -7.170608233411296e-05     2.8015061259241988e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5326.871661123823    All      2.7419497078294402e-05     2.6443657344085906e-05     -0.0003549609942096206     -1.61581420003018e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7539.177432469057    All      -2.790985146334685e-05     3.0910601970328995e-06     -3.517274471090329e-05     8.528418773611075e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4415.101810127361    All      -0.00011675694605219403    3.280822035810431e-05      -0.00021155762281406822    3.927745019047915e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4356.492218207892    All      -9.180100289223178e-05     5.699613431545217e-05      7.99668116946924e-06       4.882497802211767e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4360.639195978232    All      -0.0001859303737552954     6.327982529068493e-05      -0.00029704478144984277    6.792021628252504e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4763.589824887615    All      -0.00016883948604462252    -5.28156492859905e-06      -0.0006838548196369023     2.275889603445207e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3563.619593267626    All      -0.000310760313345704      9.938981947641383e-05      -0.0002973033968441755     0.00012033210666269244     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7877.243903670059    All      5.9461587757972265e-06     -4.820733515362483e-07     7.795268911125202e-06      -1.7460196372994537e-06    
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5369.690053485138    All      6.91075871383465e-05       3.077081531187724e-05      0.00012294333772067763     -7.001151322063982e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6166.243961407111    All      -7.607702981628549e-05     -1.4893663549992934e-05    -0.0003214280390086825     5.585578150522168e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7820.829708418298    All      -9.607325454274634e-07     1.7436745748032064e-06     1.3097708607518215e-05     1.4654049509643861e-06     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6209.772336752855    All      -4.8593913286583025e-05    -3.2246540513173363e-06    -7.902489360443853e-05     1.1251742283862415e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5388.957290429758    All      8.468809529726384e-05      1.4890208383981477e-05     -0.00012558652494990824    -2.8339817860397327e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5339.657378171156    All      -5.971038089707943e-06     -3.1107962309282207e-06    -0.000579010617074785      -2.490690966790418e-05     
MWEBV         All|All|All                                All                  All      -0.9663841235486728        -4.027057018312874         -0.015166090468410331      -0.9976386479343236        
Redshift      All|All|All                                All                  All      4.894568516891234          -0.5501270671396163        3.524022919512726          -1.6162555192370058        
