#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7783.797551687213     All      -1.2759851872946686e-05    3.2680260741273677e-06     1.3752474105516151e-05     5.834516905384289e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7475.7592414505       All      -3.236530631911193e-05     4.440397244317359e-06      -6.645566083357472e-05     9.023217599097574e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_N1_B             4330.236367714641     All      -4.953175314827257e-05     1.9872310505348862e-05     -3.631460100261123e-05     2.0986633002040293e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5263.679924229538     All      3.3885639166815746e-05     5.939941986613287e-05      -0.0008070927672702146     -2.770616560804635e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4304.811921112671     All      -0.00014876436481299537    5.4864245585527305e-05     -0.00017964949452057058    5.831160574892655e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4305.857990706675     All      -7.526737999757801e-05     3.3331116908231254e-05     -6.881967955434185e-05     3.2302997005493304e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5264.29528743069      All      3.872318149597537e-05      3.48036904071166e-05       6.280454047630345e-05      1.5259709955683403e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4308.909704018776     All      -0.00023510263972226081    6.320847894704292e-05      -0.0004238169682543171     7.825674072262616e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_N1_R             6238.424426355106     All      -2.036019560318981e-05     1.499427166020033e-06      -2.1364250470338447e-05    6.167009920121653e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5325.029042689784     All      3.544036723426557e-05      1.7763049757018112e-05     -0.00020145434819251128    -1.4748066182287137e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3521.3450039673885    All      -0.00026441200116431973    7.665773003435058e-05      -4.9748372148386284e-05    0.00010887759094929687     
MWEBV         All|All|All                                All                   All      -0.9327599656514978        -3.9620145565910647        0.02818100318758524        -0.9854702910432794        
Redshift      All|All|All                                All                   All      6.312021939230207          -0.17675534930603476       10.177092023159878         -1.6594513620076023        
